SEASON,"Series 
Code",MONTH,REGION,PROVINCE,MUNICIPALITY,BARANGAY,LATTITUDE,LONGITUDE,"CROP 
AFFECTED","DATE
 PLANTED","TOTAL AREA 
PLANTED",VARIETY,"GROWTH
 STAGE ","PEST 
OBSERVED","Monitored/Validated 
(Has.)","TOTAL AREA 
AFFECTED (ha)","PERCENT
 INFESTATION",Severity,"NO. OF INSECTS
 PER HILL","TOTAL AREA 
TREATED (ha)","TOTAL AREA 
UNTREATED (ha)","ACTION
 TAKEN",REMARKS,"DATE 
REPORTED ","NO. OF AFFECTED 
FARMER",YEAR
WS 2024,PPM-24-0067,November,II,Isabela,Roxas,Marcos,17.16793667,121.579525,Tomato,3/10/2024,10,Diamante Max F1,Vegetative,Leaf blight,10,0.5,5,3,,0.5,0,Advised farmer to spray fungicide for management and conduct a close monitoring.,,8-Nov-24,3,2024
WS 2024,PPM-24-0068,November,II,Isabela,Roxas,Marcos,17.16793667,121.579525,Squash,4/10/2024,2.5,Malandi,Vegetative,Squash Beetle,2.5,0.7,3,1,3,0.7,0,Advised farmer to spray insecticide for the management of the pest and conduct a close monitoring.,,8-Nov-24,2,2024
WS 2024,PPM-24-0069,November,II,Isabela,Santiago City,Ambalatungan,16.71705,121.525438,Bitter Gourd,10/8/2024,0.05,Galaxy F1,Fruiting Stage,Leaf spot,0.05,0.0045,9,9,,0.05,0,Advised farmer to conduct continuous monitoring and apply fungicide if necessary to management the disease.,,5-Nov-24,1,2024
WS 2024,PPM-24-0070,November,II,Isabela,Santiago City,Ambalatungan,16.716947,121.525468,Bitter Gourd,10/8/2024,0.05,Galaxy F1,Fruiting Stage,Bacterial wilt,0.05,0.005,10,9,,0.05,0,Advised farmer to conduct continuous monitoring and apply fungicide if necessary to management the disease.,,5-Nov-24,1,2024
WS 2024,PPM-24-0071,November,II,Isabela,Santiago City,Ambalatungan,16.719607,121.52668,Bitter Gourd,10/8/2024,0.05,Galaxy F1,Fruiting Stage,Namamarako,0.05,0.0031,6.33,9,,0.05,0,Advised farmer to conduct continuous monitoring and apply fungicide if necessary to management the disease.,,5-Nov-24,1,2024
WS 2024,PPM-24-0072,November,II,Isabela,Santiago City,Ambalatungan,16.7171,121.5253,Eggplant,7/20/2024,0.03,Domino F1,Fruiting Stage,Fruit borer,0.03,0.002,8,9,,0.03,0,Advised farmer to conduct continuous monitoring and apply pesticide if necessary to management the pest.,,5-Nov-24,1,2024
WS 2024,PPM-24-0073,November,II,Quirino,Diffun,San Isidro,16.632422,121.505472,Tomato,9/28/2024,0.2,Diamante,Fruiting Stage,Leaf Miner,0.2,0.016,8,5,,0.016,0,Advised farmer to spray recommended insecticide for the management of the pest.,,5-Nov-24,1,2024
WS 2024,PPM-24-0074,November,II,Quirino,Diffun,San Isidro,16.632467,121.50548,Tomato,9/28/2024,0.2,Diamante,Fruiting Stage,Fruit worm,0.2,0.04,20,3,,0.04,0,Advised farmer to remove the affected fruits and spray insecticide if needed.,,5-Nov-24,1,2024
WS 2024,PPM-24-0075,November,II,Quirino,Diffun,San Isidro,16.632277,121.505267,Eggplant,7/21/2024,0.2,Amor F1,Fruiting Stage,Fruit borer,0.2,0.04,20,1,,0.04,0,Advised farmers to remove the affected fruits and spray insecticide if needed.,,5-Nov-24,2,2024
WS 2024,PPM-24-0076,November,II,Isabela,Gamu,Upi,17.081731,121.852331,Sugarcane,4/1/2024,5,,Maturity,Eye spot,5,1,20,3,,0,5,Advised farmers to harvest.,,8-Nov-24,2,2024
WS 2024,PPM-24-0077,November,II,Isabela,Aurora,Victoria,16.990049,121.671342,Eggplant,10/8/2024,3,Longpurple,Fruiting Stage,Fruit borer,3,0.75,25,3,,0.75,0,Advised farmers to spray insecticide to manage the pest and conduct a follow up application of EPF.,,8-Nov-24,6,2024
WS 2024,PPM-24-0078,November,II,Isabela,Aurora,Macatal,16.603899,121.603899,Bottle gourd,11/8/2024,1.5,,Fruiting Stage,Fruit fly,1.5,0.375,25,3,,0,0.375,Advised farmers to harvest the harvestable fruits and put up trap to mange the incidence of the pest.,,8-Nov-24,4,2024
WS 2024,PPM-24-0079,November,II,Isabela,Aurora,Sili,16.978946,121.64062,Calamansi,1/6/2015,3,Calamondin,Fruiting Stage,Gummosis,3,0.3,10,3,-,0,0.3,Advised farmers to conduct pruning to manage the disease.,,21-Nov-24,5,2024
DS 2024-2025,PPM-24-0080,December,II,Isabela,Burgos,Singson,17.035647,121.7462226,Eggplant,1/10/2024,1.2,Longpurple,Fruiting Stage,Fruit borer,1.2,0.096,8,3,-,0.096,0,Advised farmers to spray insecticide and conduct a follow up application of EPF. Advised for a continuous monitoring.,,4-Dec-24,3,2024
DS 2024-2025,PPM-24-0081,December,II,Isabela,San Mateo,Daramungan Sur,16.889243,121.591015,Coconut,6/17/2025,0.3,Tall Variety,Vegetative,Coconut bud rot,0.3,0.06,20,9,,0,0.06,Advised farmer to apply fungicide to manage the infection of the disease.,,12-Dec-24,1,2024
DS 2024-2025,PPM-24-0082,December,II,Isabela,San Mateo,Daramungan Sur,16.889315,121.591183,Coconut,6/17/2025,0.3,Tall Variety,Vegetative,Bipolaris leaf spot,0.3,0.099,33,9,,0,0.099,Advised farmer to apply fungicide to manage the infection of the disease.,,12-Dec-24,1,2024
DS 2024-2025,PPM-24-0083,December,II,Quirino,Diffun,Cajel,16.55184,121.530203,Bitter gourd,9/15/2024,2,Galaxy Max,Fruiting Stage,Fruit fly,2,0.228,11.4,5,,0.228,0,Advised farmers to conduct acontinuous monitoring and apply supernet for the management of the pest.,,12-Dec-24,8,2024
DS 2024-2025,PPM-24-0084,December,II,Quirino,Diffun,Cajel,16.547262,121.510615,Pole Sitao,2/11/2024,1.5,Negrostar,Flowering,Leaf Miner,1.5,0.11,7.36,3,,0.11,0,Advised farmers to spray insecticide for the management of the pest..,,12-Dec-24,5,2024
DS 2024-2025,PPM-24-0085,December,II,Isabela,Aurora,Bolinao,16.999325,121.659678,Calamansi,1/6/2010,3.5,Calamondin,Fruiting Stage,Gummosis,3.5,0.175,5,3,-,0,0.175,Advised farmers to conduct pruning for the management of the disease.,,19-Dec-24,6,2024
DS 2024-2025,PPM-24-0086,December,II,Isabela,Aurora,Bolinao,16.98844,121.655025,Eggplant,9/15/2024,3.5,Longpurple,Fruiting Stage,Shoot Borer,3.5,0.35,10,3,-,0.35,0,Advised farmers to spray insecticide for management and conduct a follow up application of EPF. Conduct continuous monitoring.,,19-Dec-24,7,2024
DS 2024-2025,PPM-24-0087,December,II,Isabela,Aurora,Victoria,16.991593,121.665418,Eggplant,10/9/2024,4,Longpurple,Fruiting Stage,Fruit borer,4,0.2,5,3,-,0.2,0,Advised farmers to spray insecticide for management and conduct a follow up application of EPF. Conduct continuous monitoring.,,20-Dec-24,10,2024
DS 2024-2025,PPM-24-0088,December,II,Isabela,Aurora,Malasin,17.0027,121.6732,Eggplant,9/15/2024,7,Longpurple,Fruiting Stage,Shoot Borer,7,0.35,5,3,-,0.35,0,Advised farmers to spray insecticide for management and conduct a follow up application of EPF. Conduct continuous monitoring.,,20-Dec-24,10,2024
DS 2024-2025,PPM-24-0089,December,II,Quirino,Diffun,Cajel,16.54567,121.528217,Banana,5/24/2025,3,Laccatan,8months,Black Sigatoka,3,0.206,6.89,5,-,0.206,0,Advised farmers to remove the affected leaves and spray Fungicide/bactericide.,,17-Dec-24,2,2024
DS 2024-2025,PPM-24-0090,December,II,Quirino,Diffun,Cajel,16.55186,121.529972,Eggplant,3/9/2024,0.8,Calixto,Fruiting Stage,Fruit borer,0.8,0.044,5.55,3,-,0.044,0,Advised farmers to remove the affected fruits and spray insecticide to manage the pest.,,17-Dec-24,4,2024
DS 2024-2025,PPM-24-0091,December,II,Isabela,Jones,Payac,16.575848,121.691238,Cacao,9/6/2025,3,K9,Fruiting Stage,Bark borer,3,1.2,40,9,2,1.2,0,Advised farmer to conduct pruning of the unnecessary branches and apply insecticide to control pest incidence.,,17-Dec-24,1,2024
DS 2024-2025,PPM-24-0092,December,II,Isabela,Jones,Payac,16.575428,121.6909,Cacao,9/6/2025,3,K9,Fruiting Stage,Mealy bug,3,0.6,20,9,2,0.6,0,Advised farmer to conduct pruning of the unnecessary branches and apply insecticide to control pest incidence.,,17-Dec-24,1,2024
DS 2024-2025,PPV-25-0093,January,II,Cagayan,Gonzaga,Sta. Clara,18.2374997,122.0483789,Cucumber,12/24/2025,5,Eastwest Lega C F1,Flowering,Bacterial wilt,5,0.7,1,1,-,0.7,0,Advised farmers to spray insecticide to manage the incidence of the pest and avoid the spreading of bacteria.,,14-Jan-25,2,2024
DS 2024-2025,PPM-25-0094,January,II,Isabela,Aurora,Bagnos,17.00736,121.687578,Eggplant,1/10/2024,2.5,Longpurple,Fruiting Stage,Shoot Borer,2.5,0.75,30,3,-,0.75,0,Advised farmers to spray recommended insecticide to control the incidence of shoot borers and conduct continuous monitoring.,,17-Jan-25,8,2025
DS 2024-2025,PPM-25-0095,January,II,Isabela,Cabatuan,Sitio Malasin Macalaoat,16.959708,121.649193,Bush Sitao,5/1/2025,1,Native,Vegetative,Leaf Miner,1,0.07,7.9,9,-,0,0.07,Advised farmers to spray insecticide for the management of leaf miner and conduct continuous monitoring for other pest incidence.,,17-Jan-25,3,2025
DS 2024-2025,PPM-25-0096,January,II,Quirino,Aglipay,Dungo,16.39356,121.654373,Banana,4/23/2025,5,Laccatan,Vegetative,Black Sigatoka,5,6.145,8.7,5,,0.435,0,Advised farmers to remove the affected leaves and apply fungicide/bactericide for the management of the disease.,,21-Jan-25,2,2025
DS 2024-2025,PPM-25-0095,January,II,Cagayan,Gonzaga,Rebecca,18.24255197,121.9517998,String beans,2/1/2025,0.5,EW Bongga,Leaf emergence,Bean leaf beetle,0.5,0.5,3,3,-,0.5,0,Farmer sprayed brudan to manage the pest.,,22-Jan-25,1,2025
DS 2024-2025,PPM-25-0096,January,II,Cagayan,Gonzaga,Rebecca,18.2427878,121.9515862,Squash,12/24/2025,0.5,Suprema11,Flowering,Red pumpkin beetle,0.5,0.5,3,3,-,0.5,0,Farmer sprayed brudan to manage the pest.,,22-Jan-25,1,2025
DS 2024-2025,PPM-25-0097,January,II,Isabela,Aurora,Malasin,17.0027,121.6732,Eggplant,10/25/2024,5,Longpurple,Fruiting Stage,Shoot Borer,5,0.25,5,3,-,0.25,0,Advised farmers to spray recommended insecticide for management of shoot borer and conduct continuous monitoring.,,24-Jan-25,10,2025
DS 2024-2025,PPM-25-0098,January,II,Isabela,Aurora,Kalabaza,16.9724482,121.625297,Calamansi,1/6/2015,5,Calamondin,Fruiting Stage,Scab,5,3,60,5,-,2,1,Advised farmers to spray fungicide for the management of the disease and conduct continuous monitoring.,,27-Jan-25,8,2025
DS 2024-2025,PPM-25-0099,January,II,Isabela,Reina Mercedes,Santiago,17.02281383,121.7612963,Taiwan Sili,7/9/2025,0.7,F1,Maturity,Anthracnose,0.7,0.7,100,3,-,0.7,0,Farmers sprayed fungicide to manage the disease. Advised farmers to conduct continuous monitoring.,,29-Jan-25,3,2025
DS 2024-2025,PPM-25-0100,January,II,Nueva Vizcaya,Dupax Del Sur,Mangayang,16.3156183,121.0710745,Onion,7/1/2025,0.5,Red Pinoy,Vegetative,Cutworm,0.5,0.4,80,9,1,0.4,0,Farmers sprayed insecticide. Advised farmers to conduct continuous monitoring.,,28-Jan-25,2,2025
DS 2024-2025,PPM-25-0101,January,II,Nueva Vizcaya,Aritao,Calitlitan,16.2262998,120.9827708,Onion,12/16/2024,0.5,Red Nirvana,Bulb formation,Cutworm,0.5,0.2,40,9,1,0.2,0,Farmers sprayed insecticide. Advised farmer to conduct continuous monitoring.,,28-Jan-25,1,2025
DS 2024-2025,PPM-25-0102,January,II,Nueva Vizcaya,Aritao,Cutar,16.2912113,121.0349007,Onion,12/24/2025,1.5,Super Pinoy,Bulb formation,Cutworm,1.5,0.5,33,9,1,0.5,0,Farmers sprayed insecticide. Advised farmers to conduct continuous monitoring.,,28-Jan-25,2,2025
DS 2024-2025,PPM-25-0103,January,ll,Nueva Vizcaya,Bambang,San Leonardo,16.3915639,121.0780527,Garlic,11/16/2024,0.3,Batanes White,Vegetative,Cutworm,0.3,0.2,66.66,9,1,0.2,0,Farmers sprayed insecticide. Advised farmer to conduct continuous monitoring.,,30-Jan-25,1,2025
DS 2024-2025,PPV-25-0104,February,II,Nueva Vizcaya,Bagabag,Baretbet,16.5778382,121.296166,Strawberry,10/10/2022,0.3,Australian/ Japanese/ Festival/ Shoga,Vegetative,Armyworm,0.3,0.3,100,9,May-30,0.3,0,Advised farmer to conduct regular monitoring and manual cleaning. Advised also to apply beauveria for further management and conduct light trapping.,,31-Jan-25,1,2025
DS 2024-2025,PPV-25-0105,February,II,Nueva Vizcaya,Aritao,Poblacion,16.2890323,121.034411,Onion,12/12/2024,0.5,Red Pinoy & Red Dragon,Bulb formation,Cutworm,0.5,0.08,16,9,1-Feb,0.08,0,Farmers sprayed insecticide. Advised farmers to conduct continuous monitoring.,,5-Feb-25,4,2025
DS 2024-2025,PPM-25-0106,February,II,Nueva Vizcaya,Aritao,Poblacion,16.2891862,121.034593,Onion,12/21/2024,0.2,Red Pinoy,Bulb formation,Cutworm,0.2,0.03,15,9,1-Feb,0.03,0,Farmers sprayed insecticide. Advised farmers to conduct continuous monitoring.,,5-Feb-25,4,2025
DS 2024-2025,PPM-25-0107,February,II,Nueva Vizcaya,Aritao,Poblacion,16.2893118,121.033566,Onion,10/12/2024,0.5,Red Nirvana,Bulb formation,Cutworm,0.5,0.05,10,9,1-Feb,0.05,0,Farmers sprayed insecticide. Advised farmers to conduct continuous monitoring.,,5-Feb-25,4,2025
DS 2024-2025,PPV-25-0108,February,II,Nueva Vizcaya,Aritao,Poblacion,16.2888997,121.034433,Red onion,12/12/2024,0.3,Red Pinoy,Vegetative,Onion Armyworm,0.3,0.06,20,9,,0.06,0,Farmers applied chemical insecticide to manage the pest.,,11-Feb-25,1,2025
DS 2024-2025,PPV-25-0109,February,II,Nueva Vizcaya,Aritao,Poblacion,16.2888997,121.034433,Red onion,12/12/2024,0.3,Red Pinoy,Vegetative,Cutworm,0.3,0.06,20,9,,0.06,0,Farmers applied chemical insecticide to manage the pest.,,11-Feb-25,1,2025
DS 2024-2025,PPV-25-0110,February,II,Nueva Vizcaya,Aritao,Poblacion,16.28927,121.033584,Red onion,9/12/2024,0.1,Red Nirvana,Vegetative,Onion Armyworm,0.1,0.02,20,9,,0.02,0,Farmers applied chemical insecticide to manage the pest.,,11-Feb-25,1,2025
DS 2024-2025,PPV-25-0111,February,II,Nueva Vizcaya,Aritao,Poblacion,16.28927,121.033584,Red onion,9/12/2024,0.1,Red Nirvana,Vegetative,Cutworm,0.1,0.02,20,9,,0.02,0,Farmers applied chemical insecticide to manage the pest.,,11-Feb-25,1,2025
DS 2024-2025,PPV-25-0112,February,II,Nueva Vizcaya,Aritao,Poblacion,16.289179,121.034529,Red onion,12/15/2024,0.5,Red Pinoy,Vegetative,Onion Armyworm,0.5,0.1,20,9,,0.1,0,Farmers applied chemical insecticide to manage the pest.,,11-Feb-25,1,2025
DS 2024-2025,PPV-25-0113,February,II,Nueva Vizcaya,Aritao,Poblacion,16.289179,121.034529,Red onion,12/15/2024,0.5,Red Pinoy,Vegetative,Cutworm,0.5,0.1,20,9,,0.1,0,Farmers applied chemical insecticide to manage the pest.,,11-Feb-25,1,2025
DS 2024-2025,PPM-25-0114,February,II,Isabela,City of Ilagan ,Capo,17.166152,121.906277,Snow cabbage,8/1/2025,3.5,-,Harvestable,Armyworm,3.5,0.028,8,9,2,0.028,0,Advised farmers to harvest to avoid further damage on the vegetable.,,11-Feb-25,3,2025
DS 2024-2025,PPM-25-0115,February,II,Isabela,Aurora,Diamantina,16.999253,121.659555,Calamansi,6/1/2015,3,Calamondin,Fruiting Stage,Rind borer,3,0.15,5,3,-,0.15,0,Advised farmers to spray recommended insecticide for the management of the pest and conduct continuous monitoring.,,13-Feb-25,5,2025
DS 2024-2025,PPM-25-0116,February,II,Isabela,Aurora,Diamantina,16.999191,121.659615,Calamansi,6/1/2015,3,Calamondin,Fruiting Stage,Scab,3,0.9,30,5,-,0,0.9,Advised farmers to spray recommended fungicide for management and conduct continuous monitoring.,,13-Feb-25,5,2025
DS 2024-2025,PPM-25-0117,February,II,Isabela,Aurora,Bolinao,16.996807,121.656244,Eggplant,12/25/2024,3,Long purple,Fruiting Stage,Fruit borer,3,0.3,10,3,-,0.3,0,Advised farmers to spray recommended insecticide for the management of the pest and conduct continuous monitoring.,,13-Feb-25,8,2025
DS 2024-2025,PPM-25-0118,February,II,Isabela,Roxas,San Placido,17.1329183,121.600018,Tomato,10/1/2025,0.5,Diamante Max F1,Vegetative,Leaf Miner,0.5,0.1,21,1,-,0.1,0,Advised farmer to spray insecticide for management and conduct a regular monitoring.,,13-Feb-25,1,2025
DS 2024-2025,PPM-25-0119,February,II,Isabela,Roxas,San Placido,17.132865,121.599942,Squash,1/15/2025,1,Suprema F1,Vegetative,Squash beetle,1,0.2,15.5,3,-,1,0,Advised farmer to spray insecticide for management and conduct a regular monitoring.,,13-Feb-25,1,2025
DS 2024-2025,PPM-25-0120,February,II,Quirino,Diffun,Cajel,16.545648,121.528332,Banana,1/5/2024,3,Laccatan,9 months,Leaf roll,3,0.205,6.84,5,-,0,0.205,Advised farmers to spray insecticide for the management.,,11-Feb-25,2,2025
DS 2024-2025,PPM-25-0121,February,II,Cagayan,Gonzaga,Cabanbanan,18.2459716,121.936613,String beans,5/1/2025,0.2,Pantastiko`,Flowering,Leaf Miner,0.2,0.1,50,1,-,0.1,0,Advised farmers to apply BCA for management.,,13-Feb-25,1,2025
DS 2024-2025,PPM-25-0122,February,II,Cagayan,Gonzaga,Cabanbanan,18.2459716,121.936613,Eggplant,5/1/2025,0.2,Fortuner F1,Flowering,Verticillium wilt,0.2,0.1,50,1,-,0.1,0,Advised farmer to use fungicide ti manange the disease.,,13-Feb-25,1,2025
DS 2024-2025,PPM-25-0123,February,II,Isabela,Aurora,Malasin,17.0027,121.6732,Eggplant,2/12/2024,3,Longpurple,Fruiting Stage,Fruit borer,3,0.3,10,3,-,0.3,0,Advised farmers to spray insecticide for management of fruit borer and conduct continuous monitoring.,,19-Feb-25,5,2025
DS 2024-2025,PPM-25-0124,February,II,Isabela,Aurora,Bannagao,16.9928281,121.682813,Eggplant,2/12/2024,2,Longpurple,Fruiting Stage,Shoot Borer,2,0.04,2,3,-,0.04,0,Advised farmers to spray insecticide for management of shoot borer and conduct continuous monitoring.,,19-Feb-25,3,2025
DS 2024-2025,PPV-25-0125,February,II,Cagayan,Gonzaga,Callao Katarawan Swisa,18.2952833,122.030122,Squash,1/15/2025,0.8,Gracia f1,Vegetative,Red pumpkin beetle,0.8,0.8,100,8,-,0,0.8,Advised farmer to use organic method of controlling the pest using ashes.,,21-Feb-25,1,2025
DS 2024-2025,PPV-25-0126,February,II,Cagayan,Gonzaga,Callao Katarawan Swisa,18.2959583,122.020158,Sitao,1/15/2025,0.3,,Flowering,Bean common mosaic,0.3,0.3,100,5,-,0,0.3,Advised farmer to use organic method of controlling the pest using ashes.,,21-Feb-25,1,2025
DS 2024-2025,PPM-25-0127,February,II,Quirino,Maddela,Balligui,16.366907,121.63179,Banana,1/4/2016,25,Saba/Dippig,Reproductive,Banana pseudostem weevil,25,1.11,4.44,3,-,0,1.11,Advised farmers to remove and burn the affected plants and spray insecticide to manage the pest. Conduct a regular monitoring.,,18-Feb-25,3,2025
DS 2024-2025,PPV-25-0128,February,ll,Nueva Vizcaya,Aritao,Beti,16.2349857,121.050727,Onion,12/26/2024,1,Red Pinoy,Bulb formation,Thrips,1,1,100,9,,0,1,Advised farmer spray recommended insecticide to manage the pest and conduct continuous monitoring.,,26-Feb-25,1,2025
DS 2024-2025,PPV-25-0129,February,ll,Nueva Vizcaya,Aritao,Beti,16.2349857,121.050727,Onion,12/26/2024,1,Red Pinoy,Bulb formation,Onion Twister,1,1,100,9,,0,1,Advised farmer spray recommended insecticide to manage the pest and conduct continuous monitoring.,,26-Feb-25,1,2025
DS 2024-2025,PPV-25-0130,February,ll,Nueva Vizcaya,Aritao,Beti,16.2349857,121.050727,Onion,12/26/2024,1,Red Pinoy,Bulb formation,Dumping-off,1,1,100,9,,0,1,Advised farmer spray fungicide to manage the disease and conduct continuous monitoring,,26-Feb-25,1,2025
DS 2024-2025,PPV-25-0131,February,ll,Nueva Vizcaya,Aritao,Banganan,16.2349857,121.050311,Onion,12/29/2024,0.2,Red Pinoy,Bulb formation,Dumping-off,0.2,0.1,50,9,,0,0.1,Advised farmer spray fungicide to manage the disease and conduct continuous monitoring,,26-Feb-25,1,2025
DS 2024-2025,PPM-25-0132,February,II,Isabela,San Guillermo,Palawan,16.705225,121.85233,Banana,1/8/2024,3,Lakatan,Vegetative,Black Sigatoka,3,1.6,20,3,,0.6,0,Reminded AEW to advise farmers to conduct continuous monitoring and spraying fungicide if needed.,,25-Feb-25,4,2025
DS 2024-2025,PPM-25-0133,February,II,Isabela,Cabatuan,Del Pilar,16.964418,121.653833,Pole Sitao,1/15/2025,0.25,Negro Star,Flowering,Leaf Miner,0.25,0.075,6,9,,0.075,0,Farmers sprayed insecticide to manage the pest. Advised farmers to monitor the area regularly and conduct a follow-up application if needed.,,26-Feb-25,2,2025
DS 2024-2025,PPM-25-0134,February,II,Isabela,Aurora,Kalabaza,16.971879,121.625779,Calamansi,1/6/2018,3,Calamondin,Fruiting Stage,Scab,3,0.15,5,3,-,0.15,0,Advised farmers to spray recommended fungicide for the management of the disease and conduct continuous monitoring.,,25-Feb-25,6,2025
DS 2024-2025,PPV-25-0135,February,II,Cagayan,Gonzaga,Bagsang Sta Clara,18.2255726,122.06504,Bitter gourd,1/15/2025,0.5,Mestisa,Fruiting Stage,Fruit fly,0.5,0.5,100,1,-,0.5,0,Advised the farmer to spray BCA aside from using insecticide and conduct regular monitoring.,,24-Feb-25,1,2025
DS 2024-2025,PPV-25-0136,March,II,Nueva Vizcaya,Aritao,Poblacion,16.2888997,121.034433,Red onion,12/12/2024,0.3,Red pinoy,Vegetative,Cutworm,0.3,0.06,20,9,,0.06,0,Farmer applied chemical insecticide to manage the pest.,,"March 04, 2025",1,2025
DS 2024-2025,PPV-25-0137,March,II,Nueva Vizcaya,Aritao,Poblacion,16.2888997,121.034433,Red onion,12/12/2024,0.3,Red pinoy,Vegetative,Onion armyworm,0.3,0.06,20,9,,0.06,0,Farmer applied chemical insecticide to manage the pest.,,"March 04, 2025",1,2025
DS 2024-2025,PPV-25-0138,March,II,Nueva Vizcaya,Aritao,Poblacion,16.28927,121.033584,Red onion,12/9/2024,0.1,Red nirvana,Vegetative,Cutworm,0.1,0.02,20,9,,0.02,0,Farmer applied chemical insecticide to manage the pest.,,"March 04, 2025",1,2025
DS 2024-2025,PPV-25-0139,March,II,Nueva Vizcaya,Aritao,Poblacion,16.28927,121.033584,Red onion,12/9/2024,0.1,Red nirvana,Vegetative,Onion armyworm,0.1,0.02,20,9,,0.02,0,Farmer applied chemical insecticide to manage the pest.,,"March 04, 2025",1,2025
