SEASON,MONTH,REGION,PROVINCE,MUNICIPALITY,BARANGAY,LATTITUDE,LONGITUDE,"CROP 
AFFECTED","DATE
 PLANTED","TOTAL AREA 
PLANTED",VARIETY,"GROWTH
 STAGE ","PEST 
OBSERVED","Monitored/Validated 
(Has.)","TOTAL AREA 
AFFECTED (ha)","PERCENT
 INFESTATION",Severity,"NO. OF INSECTS
 PER HILL","TOTAL AREA 
TREATED (ha)","TOTAL AREA 
UNTREATED (ha)","ACTION
 TAKEN",REMARKS,"DATE 
REPORTED ","NO. OF AFFECTED 
FARMER",YEAR
DS 2024-2025,April,II,Quirino,Maddela,Balligui,16.369882,121.623372,Rice,1/29/2025,5,Hybrid Seeds,Dough,False smut,74,2.77,3.75,3,-,2.77,0,Advised farmer to spray fungicide to manage the disease and conduct continuous monitoring for possible icidence of pests and diseases.,,"April 02, 2025",3,2025
DS 2024-2025,April,II,Quirino,Maddela,Balligui,16.369803,121.623232,Rice,2/13/2025,74,Inbred,Flowering,Stem borer,47,1.91,4.08,3,-,2.48,0,"Farmers sprayedinsecticide, advised to xonduct continuous monitoring and spray systemic insecticide if needed.",,"April 02, 2025",3,2025
DS 2024-2025,April,II,Quirino,Aglipay,San Manuel,16.386887,121.61749,Rice,3/2/2025,47,Inbred,Milking,Stem borer,61,3.9,6.4,5,-,3.9,0,Advised farmers to spray systemic insecticide to manage the pest and conduct a regular monitoring.,,"April 02, 2025",4,2025
DS 2024-2025,April,II,Quirino,Aglipay,Palacian,16.440047,121.623248,Rice,12/22/2024,27,Hybrid Seeds,Dough,False smut,27,2.48,9.2,5,-,2.45,0,Advised farmer to spray fungicide to manage the disease and conduct continuous monitoring for possible icidence of pests and diseases.,,"April 02, 2025",3,2025
DS 2024-2025,April,II,Cagayan,Gonzaga,Cabiraoan,18.3327611,122.0808856,Rice,12/26/2024,866,NK 5017,Dough,BPH,86.6,3.25,3.75,5,--,3.25,0,Advised farmers to water the field before spraying to manage the incidence of pests and conduct regular monitoring.,,"April 02, 2025",2,2025
DS 2024-2025,April,II,Cagayan,Gonzaga,Cabiraoan,18.3327611,122.0808856,Rice,12/26/2024,866,NK 5017,Dough,False smut,86.6,2.63,3.03,3,--,2.63,0,Advised farmer to spray kocide tp manage the incidence of disease and conduct continuous monitoring.,,"April 02, 2025",1,2025
DS 2024-2025,April,II,Cagayan,Gonzaga,Cabiraoan,18.3127227,122.0841554,Rice,12/15/2024,866,Longpin,Dough,BPH,86.6,0.5,0.86,5,--,0.5,0,Advised farmers to water the field before spraying to manage the incidence of pests and conduct regular monitoring.,,"April 02, 2025",2,2025
DS 2024-2025,April,II,Cagayan,Gonzaga,Cabiraoan,18.3127161,122.0841564,Rice,8/1/2025,866,SL8H,Dough,BPH,86.6,0.75,0.57,5,--,0.75,0,Advised farmer to water the field before spraying to manage the incidence of pests and conduct regular monitoring.,,"April 02, 2025",1,2025
DS 2024-2025,April,II,Isabela,Gamu,Furao,17.036653,121.797699,Rice,11/1/2025,25,NSIC RC 222,Milking,Stem borer,25,2.5,10,3,-,2.5,0,Advised farmers to spray recommended insecticide for management of stem borer and conduct continous monitoring.,,"April 02, 2025",20,2025
DS 2024-2025,April,II,Isabela,Gamu,Upi,17.072255,121.846615,Rice,10/1/2025,25,NSIC RC 222,Milking,Stem borer,25,1.25,5,3,-,1.25,0,Advised farmers to spray recommended insecticide to manage the pest and conduct regular monitoring.,,"April 02, 2025",18,2025
DS 2024-2025,April,II,Isabela,City of Ilagan ,Mangcuram,17.150508,121.809952,Rice,5/1/2025,18,Inbred,Milking,Stem borer,18,0.92,5.14,3,1,0.92,0,Advised farmers to monitor the area regularly for early detection and management of pest and diseases.,,"April 10, 2025",4,2025
DS 2024-2025,April,II,Isabela,City of Ilagan ,Malasin,17.15257,121.84857,Rice,5/2/2025,66,Hybrid Seeds,Booting,BLS,66,4.42,6.71,5,-,4.42,0,Advised farmers to monitor the area at early stage and spray bactericide before flowering. Asynchronous planting in the area.,,"April 10, 2025",9,2025
DS 2024-2025,April,II,Isabela,Mallig,Olango,17.20451667,121.624845,Rice,12/28/2024,30,Longping 2096,Dough,Stem borer,30,3,10,1,1,3,0,Advised farmers to monitor the area at early stage of the crop and spray recommended insecticide to manage the pest.,,"April 4, 2025",1,2025
DS 2024-2025,April,II,Isabela,Mallig,Siempreviva sur,17.2166,121.6354833,Rice,12/29/2024,50,NSIC RC 222,Dough,Stem borer,50,5.5,11,1,1,5.5,0,Advised farmers to monitor the area at early stage of the crop and spray recommended insecticide to manage the pest.,,"April 4, 2025",3,2025
DS 2024-2025,April,II,Isabela,Quezon,Alunan,17.28741333,121.6063517,Rice,3/1/2025,80,Jackpot 102,Milking,Stem borer,80,6.4,8,1,1,6.4,0,Advised farmers to monitor the area at early stage of the crop and spray recommended insecticide to manage the pest.,,"April 2, 2025",2,2025
DS 2024-2025,April,II,Quirino,Diffun,San Isidro,16.632345,121.505942,Rice,1/18/2025,74,Inbred,Dough,False smut,74,5.9,8.1,5,-,5.9,0,Advised farmer to spray fungicide to manage the disease and conduct continuous monitoring for possible icidence of pests and diseases.,,"April 7, 2025",6,2025
DS 2024-2025,April,II,Quirino,Diffun,Gulac,16.624467,121.526163,Rice,1/15/2025,78,Hybrid Seeds,Dough,False smut,78,3,3.9,3,-,3,0,Advised farmer to spray fungicide to manage the disease and conduct continuous monitoring for possible icidence of pests and diseases.,,"April 7, 2025",5,2025
DS 2024-2025,April,II,Quirino,Diffun,Liwayway,16.578695,121.503298,Rice,1/27/2025,75,Inbred,Milking,Stem borer,75,4.72,6.3,5,-,4.72,0,Farmers sprayed insecticide. Advised farmers to conduct continuous monitoring and spray systemic insecticide if needed.,,"April 7, 2025",5,2025
DS 2024-2025,April,II,Cagayan,Baggao,Hacienda-Intal,17.8949,121.9801,Rice,11/12/2024,,TH82,Dough,BPH,12.25,12.25,25,3,,12.25,0,Farmers already applied pesticides. Advised farmers to conduct continuous monitoring.,,"April 2, 2025",16,2025
DS 2024-2025,April,II,Cagayan,Baggao,Tallang,17.9536,121.9066,Rice,11/12/2024,,Kimbee,Dough,BPH,10.54,10.54,25,3,,10.54,0,Farmers already applied pesticides. Advised farmers to conduct continuous monitoring.,,"April 2, 2025",8,2025
DS 2024-2025,April,II,Cagayan,Baggao,Adaoag,17.8906575,121.7544147,Rice,11/12/2024,,Kimbee,Dough,Stem borer,48.73,48.73,10,3,,48.73,0,Farmers already applied pesticides. Advised farmers to conduct continuous monitoring.,,"April 2, 2025",64,2025
DS 2024-2025,April,II,Cagayan,Baggao,C. Verzosa,18.0177,121.9739,Rice,11/12/2024,,NSIC RC 216,Dough,BPH,24.25,24.25,25,3,,24.25,0,Farmers already applied pesticides. Advised farmers to conduct continuous monitoring.,,"April 2, 2025",39,2025
DS 2024-2025,April,II,Cagayan,Baggao,Asinga-via,17.8653,121.9826,Rice,11/12/2024,,Longping 534,Dough,BPH,15.5,15.5,25,3,,15.5,0,Farmers already applied pesticides. Advised farmers to conduct continuous monitoring.,,"April 2, 2025",16,2025
DS 2024-2025,April,II,Isabela,Quezon,Turod,17.29855667,121.60574,Rice,5/1/2025,80,Hybrid Seeds,Dough,False smut,80,4.7,5.9,1,,4.7,0,Advised farmers to spray fungicide at early stage of the crop to manage the disease.,,"April 10, 2025",2,2025
DS 2024-2025,April,ll,Nueva Vizcaya,Solano,Uddiawan,16.552285,121.1494383,Rice,11/1/2025,250,Hybrid Seeds,Reproductive,Stem borer,250,2,0.8,3,,2,0,"Farmer already sprayed insecticide to manage the pest, advised to conduct continuous monitoring.",,"April 3, 2025",5,2025
DS 2024-2025,April,ll,Nueva Vizcaya,Solano,Uddiawan,16.54884,121.14966,Rice,7/1/2025,250,NSIC RC 222,Reproductive,Stem borer,250,4.5,1.8,3,,4.5,0,"Farmer already sprayed insecticide to manage the pest, advised to conduct continuous monitoring.",,"April 3, 2025",5,2025
DS 2024-2025,April,ll,Isabela,Reina Mercedes,Santor,16.992861,121.7352296,Rice,1/30/2025,5,NSIC RC 222,Flowering,Stem borer,5,0.25,5,3,-,0.25,0,Advised farmers to spray recommended insecticide for the management of stem borer and conduct continuous monitoring.,,"April 8, 2025",5,2025
DS 2024-2025,April,II,Cagayan,Camalaniugan,Afunan,18.260078,121.7101952,Rice,3/1/2025,182.5574,SL8H,Early maturity Stage,BPH,182. 5574,0.75,0.41,5,-,0.75,0,Advised farmer to water the field before spraying to masnage the pest.,,"April 10, 2025",1,2025
DS 2024-2025,April,II,Cagayan,Camalaniugan,Afunan,18.260078,121.7101952,Rice,3/1/2025,182.5574,Longpin,Early maturity Stage,BPH,182. 5575,6.5,3.6,7,-,6.5,0,Advised farmer to water the field before spraying to masnage the pest.,,"April 10, 2025",3,2025
DS 2024-2025,April,II,Cagayan,Camalaniugan,Kullit,18.2557863,121.7560782,Rice,7/1/2025,173.4976,TH82,Early maturity Stage,BPH,173.498,1.1,0.63,5,-,1.1,0,Advised farmer to water the field before spraying to masnage the pest.,,"April 10, 2025",1,2025
DS 2024-2025,April,II,Cagayan,Camalaniugan,Kullit,18.2557863,121.7560782,Rice,7/1/2025,173.4976,SL8H,Early maturity Stage,BPH,173.498,0.5,0.2,5,-,0.5,0,Advised farmer to water the field before spraying to masnage the pest.,,"April 10, 2025",1,2025
DS 2024-2025,April,II,Cagayan,Camalaniugan,Kullit,18.2557863,121.7560782,Rice,8/1/2025,173.4976,Longpin,Early maturity Stage,BPH,173.498,7,4.03,5,-,7,0,Advised farmer to water the field before spraying to masnage the pest.,,"April 11, 2025",1,2025
DS 2024-2025,April,II,Isabela,Santiago City,Cabulay,16.704624,121.496596,Rice,10/3/2020,50,Inbred,Tillering,Whorl Maggot,50,1.9,3.8,3,,1.9,0,Advised farmer to conduct continuous monitoring and practice AWD irrigation system.,,"April 7, 2025",1,2025
DS 2024-2025,April,II,Cagayan,Ballesteros,Ammubuan,18.3975,121.5351,Rice,2/21/2025,55,NSIC RC 222,Panicle Initiation,BPH,55,6,0.11,4,,0,6,Advised farmer to irrigate the field and spray indecticide that can control BPH at early in the morning or late in the afternoon. Also issued them with metarhizium and advised to spray 3-5 days after spraying of synthetic pesticides. Close monitoring.,,"April 08, 2025",5,2025
DS 2024-2025,April,II,Cagayan,Ballesteros,Ammubuan,18.3975,121.5351,Rice,2/21/2025,55,NSIC RC 218,Tillering,BPH,55,5.2,0.09,4,,0,5.2,Advised farmer to irrigate the field and spray indecticide that can control BPH at early in the morning or late in the afternoon. Also issued them with metarhizium and advised to spray 3-5 days after spraying of synthetic pesticides. Close monitoring.,,"April 09, 2025",4,2025
DS 2024-2025,April,ll,Nueva Vizcaya,Quezon,Nalubbunan,16.512,121.2496,Rice,1/27/2025,45,Hybrid Seeds,Reproductive,BLB,45,4,8.89,3,-,0,4,Advised farmer to spray fungicide to manage the disease and conduct continuous monitoring,,"April 11, 2025",5,2025
DS 2024-2025,April,ll,Nueva Vizcaya,Villaverde,Nagbitin,16.609575,121.1558867,Rice,2/2/2025,200,Hybrid Seeds,Reproductive,Stem borer,200,4.5,2.25,3,-,4.5,0,Farmer already sprayed insecticide to manage the pest. Advised farmer for conduct continuous monitoring.,,"April 15, 2025",7,2025
DS 2024-2025,April,ll,Nueva Vizcaya,Aritao,Yaway,16.2167959,121.0384378,Rice,2/24/2025,45,Inbred,Reproductive,Stem borer,45,2.5,5.55,3,-,2.5,0,Farmer already sprayed insecticide to manage the pest. Advised farmer for conduct continuous monitoring.,,"April 16, 2025",3,2025
DS 2024-2025,April,II,Isabela,Burgos,Raniag,17.06203,121.76118,Rice,1/4/2025,5,NSIC RC 222,Seedling stage,Whorl Maggot,5,0.25,5,3,-,0.25,0,Advised farmers to spray recommended insecticide for the management of worl maggot and conduct continuous monitoring.,,"April 15, 2025",5,2025
DS 2024-2025,April,II,Isabela,Gamu,Dammao,17.086351,121.821501,Rice,3/13/2025,30,NSIC RC 222,Tillering,Whorl Maggot,30,1.5,5,3,-,1.5,0,Advised farmers to spray recommended insecticide for the management of worl maggot and conduct continuous monitoring.,,"April 16, 2025",30,2025
DS 2024-2025,April,II,Quirino,Diffun,Balagbag,16.539217,121.544475,Rice,1/27/2025,54,Inbred,Milking,Stem borer,54,2.48,4.6,3,-,2.48,0,Farmersalready sprayed insecticide before validation. Advised farmers to conduct continuous monitoring and spray systemic insecticide if needed.,,"April 11, 2025",3,2025
DS 2024-2025,April,II,Quirino,Aglipay,San Francisco,16.456565,121.649312,Rice,1/29/2025,28,Inbred,Milking,Stem borer,28,1.4,5.3,3,-,1.4,0,Farmersalready sprayed insecticide before validation. Advised farmers to conduct continuous monitoring and spray systemic insecticide if needed.,,"April 15, 2025",2,2025
DS 2024-2025,April,II,Quirino,Aglipay,San Francisco,16.456413,121.649262,Rice,2/27/2025,5,Inbred,Tillering,Whorl Maggot,5,0.129,2.58,3,-,0.129,0,Advised farmers to drain the field and water after 3-4 days to manage the pest and conduct regular moniitoring.,,"April 15, 2025",1,2025
DS 2024-2025,April,II,Isabela,Cabatuan,Saranay,16.9604,121.676792,Rice,3/15/2025,30,NSIC RC 222,Tillering,Leaffolder,30,0.42,1.4,3,-,0.42,0,"AEW is reminded to advise farmers to spray insecticide when adult leaf folder presence is observed, and to continue regular monitoring for other pest incidences.",,"April 21, 2025",10,2025
DS 2024-2025,April,II,Isabela,Cabatuan,Saranay,16.961157,121.678187,Rice,3/15/2025,30,NSIC RC 222,Tillering,Stem borer (Dead heart),30,1.71,5.7,3,-,1.71,0,AEW is reminded to advise farmers to spray insecticide upon detection of adult stem borer and to continue regular monitoring for other pest incidences. RCPC has provided assistance with Sevin insecticide for pest management.,,"April 21, 2025",15,2025
DS 2024-2025,April,II,Isabela,Cabatuan,Culling west,16.944717,121.639263,Rice,3/17/2025,10,NSIC RC 222,Tillering,Leaffolder,10,0.14,1.4,3,-,0.14,0,"AEW is reminded to advise farmers to spray insecticide when adult leaf folder presence is observed, and to continue regular monitoring for other pest incidences.",,"April 21, 2025",5,2025
DS 2024-2025,April,ll,Nueva Vizcaya,Bagabag,Murong,16.6075016,121.2366433,Rice,3/23/2025,50,Hybrid Seeds,Tillering,Leaffolder,50,3,6,3,-,3,0,Farmers have already applied insecticide to manage the pest and were advised to continue regular monitoring.,,"April 29, 2025",2,2025
DS 2024-2025,April,ll,Nueva Vizcaya,Aritao,Comon,16.28226166,121.03929,Rice,1/25/2025,75,Inbred,Dough,False smut,75,2.5,3.33,3,-,2.5,0,Farmers have already applied fungicide to manage the pest and were advised to continue regular monitoring.,,"April 29, 2025",5,2025
DS 2024-2025,April,ll,Isabela,Gamu,Dammao,17.086286,121.821556,Rice,4/17/2025,30,NSIC RC 222,Panicle Initiation,Stem borer (Dead heart),30,1.5,5,3,-,1.5,0,Farmers are advised to apply the recommended insecticide for the effective management of stem borers and to maintain continuous monitoring.,-,"April 29, 2025",30,2025
DS 2024-2025,April,ll,Quirino,Cabarroguis,Villamor,16.488163,121.509813,Rice,4/20/2025,13,Inbred,Tillering,Whorl Maggot,13,0.42,3.26,3,-,0.42,0,Farmers were advised to drain the water and refill the rice field after 3–5 days to help manage pests and improve nutrient uptake.,,"May 2, 2025",1,2025
DS 2024-2025,April,ll,Quirino,Cabarroguis,Zamora,16.500873,121.523575,Rice,2/25/2025,21,Hybrid Seeds,Dough,Stem borer,21,1.11,5.3,3,-,1.11,0,Adviced farmers to spray systemic insecticide and conduct regular monitoring.,,"May 2, 2025",2,2025
DS 2024-2025,April,ll,Quirino,Cabarroguis,Burgos,16.462808,121.514377,Rice,2/23/2025,15,Hybrid Seeds,Dough,Stem borer,15,0.6,4,3,-,0,0.6,Adviced farmers to conduct continuous monitoring and spray systemic insecticide if needed.,,"May 2, 2025",1,2025
DS 2024-2025,May,II,Nueva Vizcaya,Kayapa,Pampang,16.35354278,120.873139,Rice,3/25/2025,2.75,NK S6003,Reproductive,Rice Blast,2.75,1.93,70,9,-,0,1.93,Farmers were advised to flood their fields to help control the occurrence of rice blast.,,"May 05, 2025",5,2025
DS 2024-2025,May,II,Nueva Vizcaya,Kayapa,Pampang,16.35354278,120.873139,Rice,3/25/2025,2.75,NK S6003,Reproductive,Yellowing of new leaves/Nutrient defficiency,2.75,1.93,70,9,-,0,1.93,Application of fertilizer (Ammonium sulphate) to correct nutrient deficiencies in rice.,,"May 05, 2025",5,2025
DS 2024-2025,May,II,Nueva Vizcaya,Kayapa,Besong,16.33878032,120.8833397,Rice,3/27/2025,6.25,US 88,Reproductive,Rice Blast,6.25,5.63,90,9,-,0,5.63,Farmers were advised to flood their fields to help control the occurrence of rice blast.,,"May 05, 2025",7,2025
DS 2024-2025,May,II,Nueva Vizcaya,Kayapa,Besong,16.33878032,120.8833397,Rice,3/27/2025,6.25,US 88,Reproductive,BLB,6.25,5.63,90,9,-,0,5.63,Advised farmers to spray recommended fungicide to manage the disease.,,"May 05, 2025",7,2025
DS 2024-2025,May,II,Nueva Vizcaya,Kayapa,Castillo village,16.36383176,120.9029386,Rice,3/19/2025,2.5,Traditional variety,Reproductive,Rice Blast,2.5,1.75,70,9,-,0,1.75,Farmers were advised to flood their fields to help control the occurrence of rice blast.,,"May 05, 2025",6,2025
DS 2024-2025,May,II,Nueva Vizcaya,Kayapa,Castillo village,16.36383176,120.9029386,Rice,3/19/2025,2.5,Traditional variety,Reproductive,BLB,2.5,1.75,70,9,-,0,1.75,Advised farmers to spray recommended fungicide to manage the disease.,,"May 05, 2025",6,2025
DS 2024-2025,May,II,Nueva Vizcaya,Kayapa,Kayapa Proper West,16.29425495,120.860499,Rice,3/24/2025,6.75,Hybrid Seeds,Reproductive,Rice Blast,6.75,4.73,70,9,-,0,4.73,Farmers were advised to flood their fields to help control the occurrence of rice blast.,,"May 05, 2025",9,2025
DS 2024-2025,May,II,Nueva Vizcaya,Kayapa,Kayapa Proper West,16.29425495,120.860499,Rice,3/24/2025,6.75,Hybrid Seeds,Reproductive,BLB,6.75,4.73,70,9,-,0,4.73,Advised farmers to spray recommended fungicide to manage the disease.,,"May 05, 2025",9,2025
DS 2024-2025,May,II,Quirino,Cabarroguis,Mangandingay,16.504322,121.546577,Rice,2/28/2025,23,Inbred,Milking,Stem borer,23,0.92,4.02,3,-,0.92,0,Farmers sprayed insecticide. Advised farmers to condcut continuous monitoring and spray systemic insecticide as follow up if needed.,,"May 05, 2025",2,2025
DS 2024-2025,May,ll,Nueva Vizcaya,Solano,Bangar,16.53124,121.23205,Rice,3/19/2025,60,Inbred,Tillering,BLB,60,2,3.33,1,-,2,0,Farmers already sprayed fungicide to manage the disease. Farmers were advised to conduct regular monitoring.,,"May 06, 2025",6,2025
DS 2024-2025,May,ll,Nueva Vizcaya,Solano,Bangar,16.546075,121.144945,Rice,2/4/2025,50,Inbred,Tillering,BLB,50,3.5,7,3,-,0,3.5,Farmers were advised to spray fungicide to manage the disease and conduct continuous monitoring.,,"May 07, 2025",4,2025
DS 2024-2025,May,ll,Nueva Vizcaya,Bayombong,Busilac,16.454675,121.108105,Rice,6/3/2025,70,Hybrid Seeds,Reproductive,BLB,70,1.5,2.14,1,-,1.5,0,Farmers already sprayed fungicide to manage the disease. Farmers were advised to conduct regular monitoring.,,"May 07, 2025",3,2025
,May,II,Isabela,Quirino,Camaal,17.14127333,121.66285,Rice,4/15/2025,20,Inbred,Tillering,Whorl Maggot,20,1.1,5.7,1,,1.1,0,Farmers were advised to spray recommended insecticide to manage the incidence of the pest and conduct continuous monitoring.,,"May 14, 2024",1,2025
DS 2024-2025,May,II,Isabela,Mallig,Rang ayan,17.183225,121.5888367,Rice,4/24/2025,20,Hybrid Seeds,Tillering,Whorl Maggot,20,1.2,6,3,,1.2,0,Farmers were advised to spray recommended insecticide to manage the incidence of the pest and conduct continuous monitoring.,,"May 14, 2024",1,2025
DS 2024-2025,May,II,Isabela,Quezon,Dummun,17.26253,121.58071,Rice,4/26/2025,25,NSIC RC 222,Tillering,Whorl Maggot,25,1.2,7,3,,1.2,0,Farmers were advised to spray recommended insecticide to manage the incidence of the pest and conduct continuous monitoring.,,"May 14, 2024",1,2025
DS 2024-2025,May,II,Isabela,Quezon,Estrada,17.2630833,121.5761083,Rice,4/28/2025,25,Inbred,Tillering,Whorl Maggot,25,1.7,5,3,,1.7,0,Farmers were advised to spray recommended insecticide to manage the incidence of the pest and conduct continuous monitoring.,,"May 14, 2024",1,2025
DS 2024-2025,May,II,Isabela,Burgos,Rang Ayan,17.063672,121.76922,Rice,4/30/2025,35,NSIC RC 222,Seedling stage,Golden apple snail,35,0.7,2,3,-,0.7,0,Advised farmers to spray recommended molocicide to manage the incidence of Golden apple snail and replant missing hills.,,"May 13, 2025",20,2025
DS 2024-2025,May,II,Isabela,Burgos,San Roque,17.040076,121.754493,Rice,7/5/2025,5,NSIC RC 222,Seedling stage,Golden apple snail,5,0.25,2,3,-,0.25,0,Advised farmers to spray recommended molocicide to manage the incidence of Golden apple snail and replant missing hills.,,"May 13, 2025",5,2025
DS 2024-2025,May,II,Isabela,Burgos,San Miguel,17.063407,121.761574,Rice,7/5/2025,15,NSIC RC 222,Seedling stage,Golden apple snail,15,0.45,3,3,-,0.45,0,Advised farmers to spray recommended molocicide to manage the incidence of Golden apple snail and replant missing hills.,,"May 13, 2025",12,2025
DS 2024-2025,May,II,Nueva Vizcaya,Solano,Bangar,16.540095,121.2381383,Rice,3/28/ 2025,60,Hybrid Seeds,Tillering,BLB,60,1,1.67,3,-,1,0,Farmers already sprayed fungicide to manage the disease. Farmers were advised to conduct regular monitoring.,,"May 15, 2025",5,2025
