project_id,project_type,project_type_key,project_group,project_group_key,project_title,fund_source,source_agency,banner_program,year_funded,operating_unit,project_cost,beneficiary,quantity,province,district,municipality,barangay,ADM4_PCODE,ADM3_PCODE,ADM2_PCODE,match_status
ABEMIS0223,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Concreting of Purok 4 FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2016,Cagayan Valley (Region II),1990000.00,,0.36,Nueva Vizcaya,Nueva Vizcaya,Kasibu,Macalong,PH0205009015,PH0205009,PH02050,barangay_matched
ABEMIS0224,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Concreting of Brgy. San Ramon FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2016,Cagayan Valley (Region II),1990000.00,,0.22,Quirino,Quirino,Aglipay,San Ramon,PH0205701014,PH0205701,PH02057,barangay_matched
ABEMIS0225,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Concreting of Cordon FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2016,Cagayan Valley (Region II),1990000.00,,0.39,Nueva Vizcaya,Nueva Vizcaya,Kasibu,Cordon,PH0205009009,PH0205009,PH02050,barangay_matched
ABEMIS0226,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Concreting Villarose FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2016,Cagayan Valley (Region II),4975000.00,,0.40,Quirino,Quirino,Cabarroguis (Capital),Villarose,PH0205702012,PH0205702,PH02057,barangay_matched
ABEMIS0227,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Concreting of Brgy. Malabing FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2016,Cagayan Valley (Region II),1990000.00,,0.15,Nueva Vizcaya,Nueva Vizcaya,Kasibu,Malabing,PH0205009016,PH0205009,PH02050,barangay_matched
ABEMIS0228,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Concreting/Improvement of Villa Peña FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2016,Cagayan Valley (Region II),1990000.00,,0.24,Quirino,Quirino,Cabarroguis (Capital),Villa Peña,,PH0205702,PH02057,barangay_unmatched
ABEMIS0229,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Callao FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2016,Cagayan Valley (Region II),1990000.00,,0.31,Cagayan,3rd District,Pe?ablanca,Callao,PH0201519009,PH0201519,PH02015,barangay_matched
ABEMIS0230,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Concreting of Aklan Village FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2016,Cagayan Valley (Region II),1990000.00,,0.17,Quirino,Quirino,Diffun,Aklan Village,PH0205703031,PH0205703,PH02057,barangay_matched
ABEMIS0231,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,CONCRETING OF CEBU -RIZAL EAST FMR ( GAA 2019 FCR),Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2019,Cagayan Valley (Region II),4975000.00,,0.40,Isabela,6th District,San Isidro,Rizal East (Pob.),PH0203129012,PH0203129,PH02031,barangay_matched
ABEMIS0232,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Concreting/Improvement of Ricarte Sur FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2016,Cagayan Valley (Region II),1990000.00,,0.24,Quirino,Quirino,Diffun,Ricarte Sur,PH0205703026,PH0205703,PH02057,barangay_matched
ABEMIS0233,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,CONSTRUCTION OF ANONANG- COLORADO FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2016,Cagayan Valley (Region II),15890000.00,,2.26,Isabela,6th District,San Guillermo,Anonang,PH0203128001,PH0203128,PH02031,barangay_matched
ABEMIS0234,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,CONCRETING OF MASAYA SUR - VIRGONEZA FMR ( GAA 2019 FCR),Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2019,Cagayan Valley (Region II),4975000.00,,0.40,Isabela,4th District,San Agustin,Masaya Sur,PH0203127010,PH0203127,PH02031,barangay_matched
ABEMIS0235,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,CONCRETING/IMPROVEMENT OF RANG-AYAN - MASIGUN FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2016,Cagayan Valley (Region II),4975000.00,,0.66,Isabela,5th District,Roxas,Rang-ayan,PH0203126016,PH0203126,PH02031,barangay_matched
ABEMIS0236,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,CONCRETING OF MASAYA NORTE FMR ( GAA 2019 FCR),Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2019,Cagayan Valley (Region II),4975000.00,,0.47,Isabela,4th District,San Agustin,Masaya Norte,PH0203127009,PH0203127,PH02031,barangay_matched
ABEMIS0237,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,CONCRETING OF BRGY. 2 FMR ( GAA 2019 FLR),Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2019,Cagayan Valley (Region II),11940000.00,,0.91,Isabela,4th District,Jones,Barangay II (Pob.),PH0203115007,PH0203115,PH02031,barangay_matched
ABEMIS0238,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,CONCRETING OF DIBULUAN FMR ( GAA 2019 FLR),Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2019,Cagayan Valley (Region II),12935000.00,,0.84,Isabela,4th District,Jones,Dibuluan,PH0203115012,PH0203115,PH02031,barangay_matched
ABEMIS0239,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Brgy. Ipil FMR, Brgy.Ipil, Echague, Isabela",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),5000000.00,,0.56,Isabela,6th District,Echague,Ipil,PH0203112023,PH0203112,PH02031,barangay_matched
ABEMIS0240,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Palagao- Arubub FMR, Brgys.Palagao and Arubub, Jones, Isabela",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),9394770.25,,1.13,Isabela,4th District,Jones,San Jose,PH0203115036,PH0203115,PH02031,barangay_matched
ABEMIS0241,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of San Miguel-Planas FMR, Brgys. San Miguel & Planas, Ramon, Isabela (DA CY 2017)",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),14096058.68,,1.18,Isabela,3rd District,Ramon,San Miguel,PH0203124015,PH0203124,PH02031,barangay_matched
ABEMIS0242,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Villa Marzo FMR, Brgy.Villa Marzo, Cordon, Isabela (DA CY 2017)",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),4738662.83,,1.22,Isabela,4th District,Cordon,Villamarzo,PH0203109024,PH0203109,PH02031,barangay_matched
ABEMIS0243,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,CONCRETING OF QUINALABASA NORTE- SAN ANTONIO FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),1980000.00,,0.17,Isabela,4th District,San Agustin,Quimalabasa Norte,PH0203127014,PH0203127,PH02031,barangay_matched
ABEMIS0244,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Brgy. Anonang to Brgy. Colorado to Brgy. Villa Sanchez to Brgy. San Francisco FMR, Brgys. Anonang, Brgy. Colorado, Brgy. Villa Sanchez, and Brgy. San Francisco, San Guillermo, Isabela",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),3742070.57,,0.34,Isabela,6th District,San Guillermo,Anonang,PH0203128001,PH0203128,PH02031,barangay_matched
ABEMIS0245,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Brgy. Rang-Ayan FMR, Brgy.Rang-Ayan, Angadanan, Isabela",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),11280446.82,,1.47,Isabela,3rd District,Angadanan,Rang-ayan,PH0203102046,PH0203102,PH02031,barangay_matched
ABEMIS0246,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Brgy. Victoria FMR, Brgy.Victoria, San Mateo, Isabela",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),1870999.90,,0.33,Isabela,3rd District,San Mateo,Victoria,PH0203132033,PH0203132,PH02031,barangay_matched
ABEMIS0247,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Brgy. San Ignacio FMR, Brgy.San Ignacio, San Mateo, Isabela",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),1871417.57,,0.40,Isabela,3rd District,San Mateo,San Ignacio,PH0203132027,PH0203132,PH02031,barangay_matched
ABEMIS0248,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Brgy. Rang-Ay FMR, Brgy.Rang-Ay, Cabanatuan, Isabela",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),4701744.82,,0.75,Isabela,3rd District,Cabatuan,Rang-ay (Caggong),PH0203107001,PH0203107,PH02031,barangay_matched
ABEMIS0249,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Bonifacio-Bagong-Sikat Phase I, Brgys.Bonifacio and Bagong-Sikat, Alicia, Isabela",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),4677731.60,,0.72,Isabela,3rd District,Alicia,Bonifacio,PH0203101008,PH0203101,PH02031,barangay_matched
ABEMIS0250,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Buenavista- Victory FMR, Brgys. Buenavista and Victory, Angadanan, Isabela",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),4679948.96,,0.52,Isabela,3rd District,Angadanan,Victory,PH0203102058,PH0203102,PH02031,barangay_matched
ABEMIS0251,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,CONCRETING OF SALVACION - SAN PABLO FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),14033682.60,,2.06,Isabela,3rd District,Alicia,Salvacion,PH0203101022,PH0203101,PH02031,barangay_matched
ABEMIS0252,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Brgy. San Pedro FMR, Brgy. San Pedro, Roxas, Isabela",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),1889029.74,,0.20,Isabela,5th District,Roxas,San Pedro,PH0203126019,PH0203126,PH02031,barangay_matched
ABEMIS0253,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Brgy. San Jose FMR, Brgy. San Jose, Roxas, Isabela",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),2835481.09,,0.30,Isabela,5th District,Roxas,San Jose,PH0203126018,PH0203126,PH02031,barangay_matched
ABEMIS0254,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Brgy. Daragutan West to Balagan Road Section FMR, Brgy. Daragutan, San Mariano, Isabela",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),10000000.00,,1.00,Isabela,2nd District,San Mariano,Daragutan West,PH0203131010,PH0203131,PH02031,barangay_matched
ABEMIS0255,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Brgy San Miguel to Brgy. Catabban FMR (Phase II), Brgy. San miguel and Brgy. San roque, Burgos, Isabela",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),2835652.72,,0.20,Isabela,5th District,Burgos,San Miguel,PH0203105016,PH0203105,PH02031,barangay_matched
ABEMIS0256,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Brgy. Villanueva to Brgy. San Francisco FMR, Brgy. Villanueva and Brgy. San Francisco, San Manuel, Isabela",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),1890285.54,,0.20,Isabela,5th District,San Manuel,Villanueva,PH0203130020,PH0203130,PH02031,barangay_matched
ABEMIS0257,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Brgy. Sandiat Centro FMR, Brgy.Sandiat Centro, San Manuel, Isabela",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),1890430.64,,0.20,Isabela,5th District,San Manuel,Sandiat Centro,PH0203130016,PH0203130,PH02031,barangay_matched
ABEMIS0258,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Brgy. Rizal FMR, Brgy. Rizal, Quirino,Isabela",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),1889408.82,,0.20,Isabela,5th District,Quirino,Rizal,PH0203123007,PH0203123,PH02031,barangay_matched
ABEMIS0259,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Brgy. Manaoag FMR, Brgy.Manaoag, Quirino, Isabela",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),1890165.44,,0.20,Isabela,5th District,Quirino,Manaoag,PH0203123006,PH0203123,PH02031,barangay_matched
ABEMIS0260,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Purok 1 to Purok 2, Brgy. San Placido FMR, Brgy.San Placido, Roxas, Isabela",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),4725857.56,,0.50,Isabela,5th District,Roxas,San Placido,PH0203126020,PH0203126,PH02031,barangay_matched
ABEMIS0261,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Brgy. Mangga FMR, Brgy. Mangga, Quezon, Isabela",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),2835446.34,,0.30,Isabela,5th District,Quezon,Mangga,PH0203122009,PH0203122,PH02031,barangay_matched
ABEMIS0262,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Brgy. Lepanto to Brgy. Callangigan FMR, Brgy. Lepanto and Brgy. Callangigan Quezon, Isabela",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),3000000.00,,0.37,Isabela,5th District,Quezon,Lepanto,PH0203122008,PH0203122,PH02031,barangay_matched
ABEMIS0263,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Old San Mariano to Sitio Caunayan Road Section FMR, Brgy. Old San Mariano, San Mariano, Isabela",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),9438631.26,,3.13,Isabela,2nd District,San Mariano,Old San Mariano,PH0203131024,PH0203131,PH02031,barangay_matched
ABEMIS0264,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"CONCRETING OF SITIO VILLA CAYABAN,MALALINTA FMR",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),1890198.06,,0.25,Isabela,5th District,San Manuel,Malalinta,PH0203130007,PH0203130,PH02031,barangay_matched
ABEMIS0265,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of San Juan FMR, Brgy. San Juan, Cabagan, Isabela (TRDA-CY 2017)",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),4726132.18,,0.96,Isabela,1st District,Cabagan,Aggub,PH0203106001,PH0203106,PH02031,barangay_matched
ABEMIS0266,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Sitio Dacque-Sitio Aggasimuan, Tallag FMR, Brgy. Tallag, Cabagan, Isabela (TRDA-CY 2017)",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),4726177.95,,0.91,Isabela,1st District,Cabagan,Tallag,PH0203106022,PH0203106,PH02031,barangay_matched
ABEMIS0267,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Poblacion 2 FMR, Brgy. Poblacion 2, Sta. Maria, Isabela (TRDA-CY 2017)",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),4727759.36,,0.65,Isabela,1st District,Santa Maria,Poblacion 2,PH0203134013,PH0203134,PH02031,barangay_matched
ABEMIS0268,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Moldero FMR, Brgy. Moldero, Tumauini, Isabela (TRDA-CY 2017)",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),4726325.96,,1.58,Isabela,1st District,Tumauini,Moldero,PH0203137055,PH0203137,PH02031,barangay_matched
ABEMIS0269,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"CONCRETING OF SITIO PAPAYA-SITIO DALENA, BALASIG FMR",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),4726420.83,,0.89,Isabela,1st District,Cabagan,Balasig,PH0203106004,PH0203106,PH02031,barangay_matched
ABEMIS0270,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Concreting of Villa Gracia FMR ( GAA 2020),Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2020,Cagayan Valley (Region II),12287549.37,,1.07,Quirino,Quirino,Maddela,Villa Gracia,PH0205704028,PH0205704,PH02057,barangay_matched
ABEMIS0271,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Concreting of Villamor FMR ( GAA 2020),Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2020,Cagayan Valley (Region II),12271148.13,,1.15,Quirino,Quirino,Cabarroguis (Capital),Villamor,PH0205702010,PH0205702,PH02057,barangay_matched
ABEMIS0272,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Concreting of Centro Kimbutan FMR ( GAA 2020),Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2020,Cagayan Valley (Region II),11940000.00,,0.83,Nueva Vizcaya,Nueva Vizcaya,Dupax del Sur,Kimbutan,PH0205008019,PH0205008,PH02050,barangay_matched
