facility_id,facility_name,facility_type,province,district,municipality,barangay,latitude,longitude,status,capacity,service_area_ha,project_amount,year_constructed,farmer_beneficiaries,banner_program,remarks
ABEMIS0001,Poultry House,ABEMIS_LIVESTOCK,Cagayan,2nd District,Piat,Baung,,,National Urban and Peri-Urban Agriculture Program,1.00,,0.00,2025,,National Urban and Peri-Urban Agriculture Program,Project Group: Livestock Facilities | Project Type: Chicken Housing | Beneficiary: Cagayan State University - Piat
ABEMIS0585,CONCRETING OF IRAGA FMR,ABEMIS_FMR,Cagayan,3rd District,Solana,Iraga,,,Farm to Market Road Development Program,1.25,,14823562.24,2023,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0586,CONCRETING/IMPROVEMENT OF BRGY. VILLA GARCIA FMR,ABEMIS_FMR,Quirino,Quirino,Maddela,Villa Gracia,,,Farm to Market Road Development Program,1.00,,4821421.06,2023,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0587,CONCRETING OF BRGY. CALINTAAN FMR,ABEMIS_FMR,Cagayan,3rd District,Amulung,Calintaan,,,Farm to Market Road Development Program,1.04,,12372738.82,2023,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0588,"CONCRETING OF SITIO FUGONG MAIN ROAD, BRGY. SAN ANTONIO FMR",ABEMIS_FMR,Isabela,1st District,Cabagan,San Antonio,,,Farm to Market Road Development Program,1.08,,12901905.85,2023,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0589,"CONCRETING OF SAN JUAN PROPER -FERRY STATION, BRGY. SAN JUAN FMR",ABEMIS_FMR,Isabela,1st District,Cabagan,San Juan,,,Farm to Market Road Development Program,1.67,,20497910.65,2023,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0590,CONCRETING OF BRGY. STA. ISABEL- CARRIKIKAN FMR,ABEMIS_FMR,Isabela,1st District,Ilagan City (Capital),Santa Isabel Sur;Carikkikan Sur,,,Farm to Market Road Development Program,1.00,,11934859.28,2023,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0591,CONCRETING OF BRGY. ARUSIP- CABANNUNGAN 2ND FMR,ABEMIS_FMR,Isabela,1st District,Ilagan City (Capital),Arusip;Cabannungan 2nd,,,Farm to Market Road Development Program,1.00,,11931709.75,2023,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0592,"Concreting of Brgy. Bangatan FMR, Brgy. Bangatan, Gattaran, Cagayan",ABEMIS_FMR,Cagayan,1st District,Gattaran,Bangatan Ngagan,,,Farm to Market Road Development Program,1.00,,14914999.99,2024,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0593,CONCRETING OF BRGY. ARUSIP - BAGONG SILANG FMR,ABEMIS_FMR,Isabela,1st District,Ilagan City (Capital),Arusip;Bagong Silang,,,Farm to Market Road Development Program,1.00,,11930783.03,2023,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0594,CONCRETING OF BRGY. GUILINGAN-IBUJAN FMR,ABEMIS_FMR,Isabela,2nd District,San Mariano,Ibujan,,,Farm to Market Road Development Program,2.50,,29849964.32,2023,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0595,"Concreting of Brgy. Labben FMR and Brgy. Utan FMR, Allacapan, Cagayan",ABEMIS_FMR,Cagayan,2nd District,Allacapan,Labben,,,Farm to Market Road Development Program,1.00,,65049555.46,2024,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0596,"Concreting of Brgy. Casibarag Norte FMR, Brgy. Casibarag Norte, Cabagan, Isabela",ABEMIS_FMR,Isabela,1st District,Cabagan,Casibarag Norte,,,Farm to Market Road Development Program,1.00,,14919428.50,2024,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0597,CONCRETING OF BRGY. NAGBACALAN FMR,ABEMIS_FMR,Isabela,3rd District,Ramon,Nagbacalan,,,Farm to Market Road Development Program,0.83,,9939400.45,2023,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0598,CONCRETING OF BRGY. RIZAL ( SITIO MARINIT) FMR,ABEMIS_FMR,Isabela,3rd District,Alicia,Rizal,,,Farm to Market Road Development Program,0.83,,9939946.79,2023,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0599,"Concreting of Sitio Alibagu, Brgy. Tallag FMR, Brgy. Tallag, Cabagan, Isabela",ABEMIS_FMR,Isabela,1st District,Cabagan,Tallag,,,Farm to Market Road Development Program,1.00,,14919023.20,2024,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0600,CONCRETING OF BRGY. NUEVA ERA FMR,ABEMIS_FMR,Isabela,3rd District,Cabatuan,Nueva Era,,,Farm to Market Road Development Program,0.83,,9939835.46,2023,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0601,"CONCRETING OF PADAPAD SWIP, BRGY. MINAGBAG FMR",ABEMIS_FMR,Isabela,5th District,Quezon,Minagbag,,,Farm to Market Road Development Program,1.67,,19829823.64,2023,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0602,CONCRETING OF BRGY. SAN MATEO- SAN ISIDRO FMR,ABEMIS_FMR,Isabela,5th District,Quirino,San Mateo;San Isidro,,,Farm to Market Road Development Program,1.92,,22541698.67,2023,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0603,"Concreting of Brgy. Minanga Sur FMR, Brgy. Minanga Sur, Lasam, Cagayan",ABEMIS_FMR,Cagayan,2nd District,Lasam,Minanga Sur,,,Farm to Market Road Development Program,0.67,,9734199.56,2024,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0604,CONCRETING OF BRGY. PAG-ASA- AROMIN FMR,ABEMIS_FMR,Isabela,6th District,Echague,Pag-asa;Aromin,,,Farm to Market Road Development Program,1.25,,14924732.91,2023,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0605,CONCRETING OF BRGY. DIASAN FMR,ABEMIS_FMR,Isabela,6th District,Echague,Diasan,,,Farm to Market Road Development Program,0.83,,9800890.13,2023,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0606,CONCRETING OF BRGY. SAN RAFAEL - VILLA ROSE FMR,ABEMIS_FMR,Isabela,6th District,San Guillermo,San Rafael;Villa Rose,,,Farm to Market Road Development Program,1.25,,14700990.90,2023,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0607,CONCRETING OF BRGY. SAN MARTIN FMR,ABEMIS_FMR,Quirino,Quirino,Maddela,San Martin,,,Farm to Market Road Development Program,1.00,,9945193.12,2023,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0608,CONCRETING OF BRGY. MAGSAYSAY HILS FMR,ABEMIS_FMR,Nueva Vizcaya,Nueva Vizcaya,Bambang,Magsaysay Hills,,,Farm to Market Road Development Program,0.83,,8817421.37,2023,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0609,"CONCRETING OF BRGY. CALAOCAN, CABARROGUIS - BRGY. MACATE, DIFFUN FMR",ABEMIS_FMR,Quirino,Quirino,Cabarroguis (Capital),Calaocan,,,Farm to Market Road Development Program,1.00,,9647685.69,2023,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0610,"Concreting of Fulay-Alejon-Pillos FMR, Brgy. Centro Sur, Alcala, Cagayan",ABEMIS_FMR,Cagayan,1st District,Alcala,Centro Sur (Pob.),,,Farm to Market Road Development Program,1.00,,14914886.03,2024,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0611,CONCRETING OF BRGY. VILLA FLORENTINO - BRGY. VILLA AURORA FMR,ABEMIS_FMR,Nueva Vizcaya,Nueva Vizcaya,Diadi,Villa Florentino;Villa Aurora,,,Farm to Market Road Development Program,1.00,,11940000.00,2023,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0612,CONCRETING OF BRGY. BONE SOUTH FMR,ABEMIS_FMR,Nueva Vizcaya,Nueva Vizcaya,Aritao,Bone South,,,Farm to Market Road Development Program,1.00,,11893116.39,2023,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0613,"Concerting of Lucban-Maquire FMR, Brgy. Lucban, Abulug, Cagayan",ABEMIS_FMR,Cagayan,2nd District,Abulug,Lucban,,,Farm to Market Road Development Program,1.00,,14855402.34,2024,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0614,"Concreting of Malannit FMR (Phase II), Brgy. Malannit, Jones, Isabela",ABEMIS_FMR,Isabela,4th District,Jones,Malannit,,,Farm to Market Road Development Program,0.67,,9850623.22,2024,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0615,"Concreting of Brgy. Tanggal FMR, Brgy. Tanggal, Cordon, Isabela",ABEMIS_FMR,Isabela,4th District,Cordon,Tanggal,,,Farm to Market Road Development Program,1.00,,14922972.47,2024,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0616,"CONCRETING OF SITIO NANABUAN, BRGY. ZITANGA FMR",ABEMIS_FMR,Cagayan,2nd District,Ballesteros,Zitanga,,,Farm to Market Road Development Program,1.00,,11940000.00,2023,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0617,CONCRETING OF BRGY. SAN AGUSTIN FMR,ABEMIS_FMR,Cagayan,2nd District,Abulug,San Agustin,,,Farm to Market Road Development Program,1.25,,14775807.30,2023,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0618,CONCRETING OF BRGY. GUIDDAM FMR,ABEMIS_FMR,Cagayan,2nd District,Abulug,Guiddam,,,Farm to Market Road Development Program,1.75,,20895000.16,2023,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0619,"Concreting of Brgy. Barsat West FMR, Brgy. Barsat West, Baggao, Cagayan",ABEMIS_FMR,Cagayan,1st District,Baggao,Barsat West,,,Farm to Market Road Development Program,0.33,,4964882.34,2024,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0620,CONCRETINGOF BRGY. SANTA ROSA FMR,ABEMIS_FMR,Cagayan,2nd District,Abulug,Santa Rosa,,,Farm to Market Road Development Program,1.25,,14730944.97,2023,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0621,CONCRETING OF BRGY. SANTO TOMAS FMR,ABEMIS_FMR,Cagayan,2nd District,Abulug,Santo Tomas,,,Farm to Market Road Development Program,1.25,,14730791.24,2023,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0622,CONCRETING OF BRGY. STA. CRUZ FMR,ABEMIS_FMR,Cagayan,2nd District,Pamplona,Santa Cruz,,,Farm to Market Road Development Program,1.00,,11890000.00,2023,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0623,"Concreting of Sitio Binag to Sitio Gassug, Brgy. San Antonio FMR, Brgy. San Antonio,Cabagan, Isabela",ABEMIS_FMR,Isabela,1st District,Cabagan,San Antonio,,,Farm to Market Road Development Program,0.67,,9944871.50,2024,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0624,CONCRETING OF PATA EAST FMR,ABEMIS_FMR,Cagayan,2nd District,Claveria,Pata East,,,Farm to Market Road Development Program,1.00,,11850977.43,2023,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0625,"Concreting of Brgy. Bitag Grande FMR, Brgy. Bitag Grande, Baggao, Cagayan",ABEMIS_FMR,Cagayan,1st District,Baggao,Bitag Grande,,,Farm to Market Road Development Program,1.00,,14914858.16,2024,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0626,"Concreting of Sitio Lubac, Brgy. San Vicente Fmr, Brgy. San Vicente, Sta. Ana",ABEMIS_FMR,Cagayan,1st District,Santa Ana,San Vicente (Fort),,,Farm to Market Road Development Program,1.15,,8874120.66,2021,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0627,"Concreting of Brgy. Fermeldy to Brgy. Santa FMR, Brgy. Fermeldy and Brgy. Santa, Tumauini, Isabela",ABEMIS_FMR,Isabela,1st District,Tumauini,Fermeldy (Hcda. San Francisco);Santa,,,Farm to Market Road Development Program,1.00,,14919500.85,2024,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0628,Concreting of Brgy. Dana-ili to San Julian FMR,ABEMIS_FMR,Cagayan,2nd District,Abulug,Dana-Ili;San Julian,,,Farm to Market Road Development Program,3.57,,49750752.68,2021,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0629,"CONCRETING OF SITIO KAPAN-AWAN, BRGY. PATA WEST FMR",ABEMIS_FMR,Cagayan,2nd District,Claveria,Pata West,,,Farm to Market Road Development Program,1.00,,11850977.43,2023,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0630,"Concreting of Brgy. Sta. Filomena, Abulug to Brgy. Cabaritan West, Ballesteros FMR, Cagayan",ABEMIS_FMR,Cagayan,2nd District,Abulug,Santa Filomena,,,Farm to Market Road Development Program,1.00,,14745852.42,2024,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0631,CONCRETING OF BRGY. DIBALIO FMR,ABEMIS_FMR,Cagayan,2nd District,Claveria,Dibalio,,,Farm to Market Road Development Program,1.00,,11640978.78,2023,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0632,CONCRETING OF BRGY. LUZON FMR,ABEMIS_FMR,Cagayan,2nd District,Claveria,Luzon,,,Farm to Market Road Development Program,1.00,,11940000.45,2023,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0633,CONCRETING OF BRGY. MALILITAO- BRGY. MAPULA-PULA FMR,ABEMIS_FMR,Cagayan,2nd District,Claveria,Malilitao;Bacsay Mapulapula,,,Farm to Market Road Development Program,1.00,,11699615.54,2023,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0634,"Concreting of Zitanga-Nararagan FMR, Brgy. Zitanga, Ballesteros, Cagayan",ABEMIS_FMR,Cagayan,2nd District,Ballesteros,Zitanga,,,Farm to Market Road Development Program,1.00,,14745886.90,2024,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0635,Concreting of Brgy. Sta. Rosa FMR,ABEMIS_FMR,Cagayan,2nd District,Abulug,Santa Rosa,,,Farm to Market Road Development Program,2.00,,23348462.92,2021,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0636,CONCRETING OF BRGY. CADCADIR WEST FMR,ABEMIS_FMR,Cagayan,2nd District,Claveria,Cadcadir West,,,Farm to Market Road Development Program,1.00,,11820617.60,2023,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0637,"Concreting of Sitio Cuba, Brgy. Calog Sur FMR",ABEMIS_FMR,Cagayan,2nd District,Abulug,Calog Sur,,,Farm to Market Road Development Program,1.00,,11893654.26,2021,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0638,CONCRETING OF BRGY.BACSAY CATARAOAN NORTE- BRGY. BACSAY CATARAOAN SUR FMR,ABEMIS_FMR,Cagayan,2nd District,Claveria,Bacsay Cataraoan Norte;Bacsay Cataraoan Sur,,,Farm to Market Road Development Program,1.00,,11940037.54,2023,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0639,CONCRETING OF BRGY. KILKILING FMR,ABEMIS_FMR,Cagayan,2nd District,Claveria,Kilkiling,,,Farm to Market Road Development Program,1.00,,11796739.71,2023,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0640,"Concreting of Brgy. Burgos FMR, Brgy. Burgos, Naguilian, Isabela",ABEMIS_FMR,Isabela,2nd District,Naguilian,Burgos,,,Farm to Market Road Development Program,1.00,,14907526.41,2024,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0641,CONCRETING OF BRGY. UBONG SOLANA FMR- BRGY. SAN ANTONIO ENRILE FMR,ABEMIS_FMR,Cagayan,3rd District,Solana,Ubong;Andarayan North,,,Farm to Market Road Development Program,1.25,,14770621.45,2023,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0642,"Concreting of Brgy. Burgos, Section II FMR , Brgy. Burgos, Naguilian, Isabela",ABEMIS_FMR,Isabela,2nd District,Naguilian,Burgos,,,Farm to Market Road Development Program,0.67,,9940029.12,2024,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0643,CONCRETING OF BRGY. ANGANCASILIAN - BRGY. ANNANUMAN FMR,ABEMIS_FMR,Isabela,1st District,Cabagan,Angancasilian,,,Farm to Market Road Development Program,1.00,,11933839.35,2023,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS0644,"Concreting of Brgy. Disulap to Dibuluan FMR, Brgy. Disulap, San Mariano, Isabela",ABEMIS_FMR,Isabela,2nd District,San Mariano,Disulap;Dibuluan,,,Farm to Market Road Development Program,0.67,,9944056.32,2024,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
