source_file,sheet,province,district,municipality,year,program,commodity,office_function,tier_1,tier_2,activity,unit,physical_target,budget,length_km,allocation_method,source_note
all_programs_2027.xlsx,LIVESTOCK,Isabela,3,Ramon,2027,LIVESTOCK,Livestock,Production Support Services,Technical Support Services,Production Support Services,Carabao Multiplier Farm under the Livestock Economic Developmet Project,2,1.00,2700.00,,ALL PROGRAMS 2027 municipality split,"This provides cattle breeder stock, forage choppers, feeds, drugs and biologics as liveslihood of Farmers Cooperative and Associations | Beneficiaries will be subjected to thorough validation in terms of capacity to ventures in animal production. These include enough pasture areas, housing facilities and financial capability. Beneficiaries will also undergo training on relation livestock production and manangement | 📌 Poverty Reduction 📌 Increasing Income for Farmers & Fisherfolk 📌 Enhancing productivity 📌 Improving Food Security and Proper Nutrition 📌 Reducing Import Dependency | Carabao Roadmap"
all_programs_2027.xlsx,LIVESTOCK,Isabela,4,Jones,2027,LIVESTOCK,Livestock,Production Support Services,Technical Support Services,Production Support Services,Cattle Multiplier Farm under the Livestock Economic Developmet Project,1,1.00,2700.00,,ALL PROGRAMS 2027 municipality split,"This provides cattle breeder stock, forage choppers, feeds, drugs and biologics as liveslihood of Farmers Cooperative and Associations | Beneficiaries will be subjected to thorough validation in terms of capacity to ventures in animal production. These include enough pasture areas, housing facilities and financial capability. Beneficiaries will also undergo training on relation livestock production and manangement | 📌 Poverty Reduction 📌 Increasing Income for Farmers & Fisherfolk 📌 Enhancing productivity 📌 Improving Food Security and Proper Nutrition 📌 Reducing Import Dependency | Cattle Roadmap"
all_programs_2027.xlsx,LIVESTOCK,Isabela,4,City of Santiago,2027,LIVESTOCK,Livestock,Production Support Services,Technical Support Services,Production Support Services,Carabao Multiplier Farm under the Livestock Economic Developmet Project,2,1.00,2700.00,,ALL PROGRAMS 2027 municipality split,"This provides cattle breeder stock, forage choppers, feeds, drugs and biologics as liveslihood of Farmers Cooperative and Associations | Beneficiaries will be subjected to thorough validation in terms of capacity to ventures in animal production. These include enough pasture areas, housing facilities and financial capability. Beneficiaries will also undergo training on relation livestock production and manangement | 📌 Poverty Reduction 📌 Increasing Income for Farmers & Fisherfolk 📌 Enhancing productivity 📌 Improving Food Security and Proper Nutrition 📌 Reducing Import Dependency | Carabao Roadmap"
all_programs_2027.xlsx,LIVESTOCK,Isabela,4,San Agustin,2027,LIVESTOCK,Livestock,Production Support Services,Technical Support Services,Production Support Services,Carabao Multiplier Farm under the Livestock Economic Developmet Project,2,1.00,2700.00,,ALL PROGRAMS 2027 municipality split,"This provides cattle breeder stock, forage choppers, feeds, drugs and biologics as liveslihood of Farmers Cooperative and Associations | Beneficiaries will be subjected to thorough validation in terms of capacity to ventures in animal production. These include enough pasture areas, housing facilities and financial capability. Beneficiaries will also undergo training on relation livestock production and manangement | 📌 Poverty Reduction 📌 Increasing Income for Farmers & Fisherfolk 📌 Enhancing productivity 📌 Improving Food Security and Proper Nutrition 📌 Reducing Import Dependency | Carabao Roadmap"
all_programs_2027.xlsx,LIVESTOCK,Isabela,5,Aurora,2027,LIVESTOCK,Livestock,Production Support Services,Technical Support Services,Production Support Services,Cattle Multiplier Farm under the Livestock Economic Developmet Project,2,1.00,2700.00,,ALL PROGRAMS 2027 municipality split,"This provides cattle breeder stock, forage choppers, feeds, drugs and biologics as liveslihood of Farmers Cooperative and Associations | Beneficiaries will be subjected to thorough validation in terms of capacity to ventures in animal production. These include enough pasture areas, housing facilities and financial capability. Beneficiaries will also undergo training on relation livestock production and manangement | 📌 Poverty Reduction 📌 Increasing Income for Farmers & Fisherfolk 📌 Enhancing productivity 📌 Improving Food Security and Proper Nutrition 📌 Reducing Import Dependency | Cattle Roadmap"
all_programs_2027.xlsx,LIVESTOCK,Isabela,5,Burgos,2027,LIVESTOCK,Livestock,Production Support Services,Technical Support Services,Production Support Services,Cattle Multiplier Farm under the Livestock Economic Developmet Project,2,1.00,2700.00,,ALL PROGRAMS 2027 municipality split,"This provides cattle breeder stock, forage choppers, feeds, drugs and biologics as liveslihood of Farmers Cooperative and Associations | Beneficiaries will be subjected to thorough validation in terms of capacity to ventures in animal production. These include enough pasture areas, housing facilities and financial capability. Beneficiaries will also undergo training on relation livestock production and manangement | 📌 Poverty Reduction 📌 Increasing Income for Farmers & Fisherfolk 📌 Enhancing productivity 📌 Improving Food Security and Proper Nutrition 📌 Reducing Import Dependency | Cattle Roadmap"
all_programs_2027.xlsx,LIVESTOCK,Isabela,5,Roxas,2027,LIVESTOCK,Livestock,Production Support Services,Technical Support Services,Production Support Services,Carabao Multiplier Farm under the Livestock Economic Developmet Project,2,1.00,2700.00,,ALL PROGRAMS 2027 municipality split,"This provides cattle breeder stock, forage choppers, feeds, drugs and biologics as liveslihood of Farmers Cooperative and Associations | Beneficiaries will be subjected to thorough validation in terms of capacity to ventures in animal production. These include enough pasture areas, housing facilities and financial capability. Beneficiaries will also undergo training on relation livestock production and manangement | 📌 Poverty Reduction 📌 Increasing Income for Farmers & Fisherfolk 📌 Enhancing productivity 📌 Improving Food Security and Proper Nutrition 📌 Reducing Import Dependency | Carabao Roadmap"
all_programs_2027.xlsx,LIVESTOCK,Isabela,5,San Manuel,2027,LIVESTOCK,Livestock,Production Support Services,Technical Support Services,Production Support Services,Carabao Multiplier Farm under the Livestock Economic Developmet Project,2,1.00,2700.00,,ALL PROGRAMS 2027 municipality split,"This provides cattle breeder stock, forage choppers, feeds, drugs and biologics as liveslihood of Farmers Cooperative and Associations | Beneficiaries will be subjected to thorough validation in terms of capacity to ventures in animal production. These include enough pasture areas, housing facilities and financial capability. Beneficiaries will also undergo training on relation livestock production and manangement | 📌 Poverty Reduction 📌 Increasing Income for Farmers & Fisherfolk 📌 Enhancing productivity 📌 Improving Food Security and Proper Nutrition 📌 Reducing Import Dependency | Carabao Roadmap"
all_programs_2027.xlsx,LIVESTOCK,Isabela,6,Echague,2027,LIVESTOCK,Livestock,Production Support Services,Technical Support Services,Production Support Services,Cattle Multiplier Farm under the Livestock Economic Developmet Project,2,1.00,2700.00,,ALL PROGRAMS 2027 municipality split,"This provides cattle breeder stock, forage choppers, feeds, drugs and biologics as liveslihood of Farmers Cooperative and Associations | Beneficiaries will be subjected to thorough validation in terms of capacity to ventures in animal production. These include enough pasture areas, housing facilities and financial capability. Beneficiaries will also undergo training on relation livestock production and manangement | 📌 Poverty Reduction 📌 Increasing Income for Farmers & Fisherfolk 📌 Enhancing productivity 📌 Improving Food Security and Proper Nutrition 📌 Reducing Import Dependency | Cattle Roadmap"
all_programs_2027.xlsx,LIVESTOCK,Isabela,6,San Guillermo,2027,LIVESTOCK,Livestock,Production Support Services,Technical Support Services,Production Support Services,Cattle Multiplier Farm under the Livestock Economic Developmet Project,2,1.00,2700.00,,ALL PROGRAMS 2027 municipality split,"This provides cattle breeder stock, forage choppers, feeds, drugs and biologics as liveslihood of Farmers Cooperative and Associations | Beneficiaries will be subjected to thorough validation in terms of capacity to ventures in animal production. These include enough pasture areas, housing facilities and financial capability. Beneficiaries will also undergo training on relation livestock production and manangement | 📌 Poverty Reduction 📌 Increasing Income for Farmers & Fisherfolk 📌 Enhancing productivity 📌 Improving Food Security and Proper Nutrition 📌 Reducing Import Dependency | Cattle Roadmap"
all_programs_2027.xlsx,LIVESTOCK,Isabela,6,City of Cauayan,2027,LIVESTOCK,Livestock,Production Support Services,Technical Support Services,Production Support Services,Carabao Multiplier Farm under the Livestock Economic Developmet Project,2,1.00,2700.00,,ALL PROGRAMS 2027 municipality split,"This provides cattle breeder stock, forage choppers, feeds, drugs and biologics as liveslihood of Farmers Cooperative and Associations | Beneficiaries will be subjected to thorough validation in terms of capacity to ventures in animal production. These include enough pasture areas, housing facilities and financial capability. Beneficiaries will also undergo training on relation livestock production and manangement | 📌 Poverty Reduction 📌 Increasing Income for Farmers & Fisherfolk 📌 Enhancing productivity 📌 Improving Food Security and Proper Nutrition 📌 Reducing Import Dependency | Carabao Roadmap"
all_programs_2027.xlsx,LIVESTOCK,Isabela,6,San Isidro,2027,LIVESTOCK,Livestock,Production Support Services,Technical Support Services,Production Support Services,Carabao Multiplier Farm under the Livestock Economic Developmet Project,2,1.00,2700.00,,ALL PROGRAMS 2027 municipality split,"This provides cattle breeder stock, forage choppers, feeds, drugs and biologics as liveslihood of Farmers Cooperative and Associations | Beneficiaries will be subjected to thorough validation in terms of capacity to ventures in animal production. These include enough pasture areas, housing facilities and financial capability. Beneficiaries will also undergo training on relation livestock production and manangement | 📌 Poverty Reduction 📌 Increasing Income for Farmers & Fisherfolk 📌 Enhancing productivity 📌 Improving Food Security and Proper Nutrition 📌 Reducing Import Dependency | Carabao Roadmap"
all_programs_2027.xlsx,LIVESTOCK,Cagayan,1,Gonzaga,2027,LIVESTOCK,Livestock,Production Support Services,Technical Support Services,Production Support Services,Procurement of Animal Hauling Trucks,1,1.00,2500.00,,ALL PROGRAMS 2027 municipality split,This is in support to INSPIRE and LEED program to facilitate hauling of products to local markets | Ensure the beneficiaries has an operation projects such as INSPIRE and LEED in order that the hauling trucks will be utilized immediately. Shed shall be provided by the beneficiary | 📌 Poverty Reduction 📌 Increasing Income for Farmers & Fisherfolk 📌 Enhancing productivity | Swine Road Map
all_programs_2027.xlsx,LIVESTOCK,Cagayan,1,Camalaniugan,2027,LIVESTOCK,Livestock,Production Support Services,Technical Support Services,Production Support Services,Complete Solar set up,2,1.00,1500.00,,ALL PROGRAMS 2027 municipality split,This is in support to INSPIRE and LEED program to reduce high electricity cost | Ensure that the beneficiary is operational in full capacity and maximun heads in order achieve production efficiency | 📌 Poverty Reduction 📌 Increasing Income for Farmers & Fisherfolk 📌 Enhancing productivity | Swine Road Map
all_programs_2027.xlsx,LIVESTOCK,Cagayan,1,Lal-lo,2027,LIVESTOCK,Livestock,Production Support Services,Technical Support Services,Production Support Services,Complete Solar set up,2,1.00,1500.00,,ALL PROGRAMS 2027 municipality split,This is in support to INSPIRE and LEED program to reduce high electricity cost | Ensure that the beneficiary is operational in full capacity and maximun heads in order achieve production efficiency | 📌 Poverty Reduction 📌 Increasing Income for Farmers & Fisherfolk 📌 Enhancing productivity | Swine Road Map
all_programs_2027.xlsx,LIVESTOCK,Cagayan,1,Santo Ni?o (Faire),2027,LIVESTOCK,Livestock,Production Support Services,Technical Support Services,Production Support Services,Procurement of Animal Hauling Trucks,1,1.00,2500.00,,ALL PROGRAMS 2027 municipality split,This is in support to INSPIRE and LEED program to facilitate hauling of products to local markets | Ensure the beneficiaries has an operation projects such as INSPIRE and LEED in order that the hauling trucks will be utilized immediately. Shed shall be provided by the beneficiary | 📌 Poverty Reduction 📌 Increasing Income for Farmers & Fisherfolk 📌 Enhancing productivity | Swine Road Map
all_programs_2027.xlsx,LIVESTOCK,Cagayan,1,Enrile,2027,LIVESTOCK,Livestock,Production Support Services,Technical Support Services,Production Support Services,Procurement of Animal Hauling Trucks,1,1.00,2500.00,,ALL PROGRAMS 2027 municipality split,This is in support to INSPIRE and LEED program to facilitate hauling of products to local markets | Ensure the beneficiaries has an operation projects such as INSPIRE and LEED in order that the hauling trucks will be utilized immediately. Shed shall be provided by the beneficiary | 📌 Poverty Reduction 📌 Increasing Income for Farmers & Fisherfolk 📌 Enhancing productivity | Swine Road Map
